branch	commit	date	author	parent_count	is_merge	topic	subject	first_parent	changed_files	additions	deletions	binary_files	top_subsystems	top_components	feature_cluster	classification_source	recommended_disposition	decision_rationale
niffler	f56018789ca517603c5a6bfcbe2fbb4831f90edd	2026-06-09T12:07:35+08:00	ryfineZ	1	no	other	fix(niffler): 忽略无可用上游 readiness 异常	536d1ceac3e5b36224afabf4ae0fc0188f5b7dd4	2	28	2	0	gateway_other:1,documentation:1	apps/aether-gateway:1,docs:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	b9778bab23c0e0541dc390b75e08458c94932d4e	2026-06-09T12:30:24+08:00	ryfineZ	1	no	other	fix(niffler): 校准 Key 残留 readiness 口径	f56018789ca517603c5a6bfcbe2fbb4831f90edd	2	90	12	0	gateway_other:1,documentation:1	apps/aether-gateway:1,docs:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	ae8101cba563dcb5d8d0cf489c611e153e0dfc70	2026-06-09T12:51:21+08:00	ryfineZ	1	no	other	fix(niffler): 区分自动同步模型清单	b9778bab23c0e0541dc390b75e08458c94932d4e	2	40	5	0	gateway_other:1,documentation:1	apps/aether-gateway:1,docs:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	8ff8d7cb03ea06c1f994ee0e50e18af554a90b56	2026-06-09T13:06:54+08:00	ryfineZ	1	no	other	fix(niffler): 保留 Key summary 自动模型标记	ae8101cba563dcb5d8d0cf489c611e153e0dfc70	2	19	4	0	data_storage:2	crates/aether-data:2	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	19bd1a0927a7d7635963a8ed2d2688a1e27fb296	2026-06-09T13:27:58+08:00	ryfineZ	1	no	other	fix(niffler): 收敛 Key 残留提示口径	8ff8d7cb03ea06c1f994ee0e50e18af554a90b56	3	78	5	0	gateway_other:1,documentation:1,frontend_product:1	apps/aether-gateway:1,docs:1,frontend/src/views:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	26dc217657fc4a482bfdf7258394ac693651f987	2026-06-09T13:59:47+08:00	ryfineZ	1	no	other	fix(niffler): 细化自动模型清单残留说明	19bd1a0927a7d7635963a8ed2d2688a1e27fb296	2	74	5	0	gateway_other:1,documentation:1	apps/aether-gateway:1,docs:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	fa450705beffa71fb8c8dd56db378e70fbd18b24	2026-06-09T14:17:14+08:00	ryfineZ	1	no	other	test(gateway): 等待文件下载候选状态落库	26dc217657fc4a482bfdf7258394ac693651f987	1	20	5	0	tests:1	apps/aether-gateway:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	4d72fd322cb2bfcf97cf952a3aa57b1d1d5f8034	2026-06-09T14:53:53+08:00	ryfineZ	1	no	other	fix(niffler): 收敛分组模型范围提示	fa450705beffa71fb8c8dd56db378e70fbd18b24	2	69	7	0	gateway_other:1,documentation:1	apps/aether-gateway:1,docs:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	31836c54d07832ce2a4c781c6513bbe58af492e2	2026-06-09T15:18:21+08:00	ryfineZ	1	no	other	test(gateway): 等待用量候选状态落库	4d72fd322cb2bfcf97cf952a3aa57b1d1d5f8034	2	77	34	0	tests:1,usage_observability:1	apps/aether-gateway:2	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	1b23ad5a05095053f81ae3ad0ef3647902f2e38f	2026-06-09T17:46:13+08:00	ryfineZ	1	no	other	fix(niffler): 明确回滚演练阻断提示	31836c54d07832ce2a4c781c6513bbe58af492e2	4	289	0	0	frontend_product:3,documentation:1	frontend/src/views:3,docs:1	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	37e2b33f5e8f0a2a085fcfb7e54299b7d111dc2a	2026-06-09T18:08:09+08:00	ryfineZ	1	no	other	fix(niffler): 修正稳定观察取数窗口	1b23ad5a05095053f81ae3ad0ef3647902f2e38f	5	24	7	0	frontend_product:3,documentation:2	frontend/src/views:3,docs:2	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	95f753e02c6c7dc47ee932e4c1edaf5d5fb7826c	2026-06-09T18:32:23+08:00	ryfineZ	1	no	other	fix(niffler): 完整统计旧写入口调用	37e2b33f5e8f0a2a085fcfb7e54299b7d111dc2a	18	194	47	0	provider_protocol:15,documentation:2,gateway_other:1	apps/aether-gateway:16,docs:2	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	c6c86aac10e927655d47faea072b78c3ccd81621	2026-06-09T19:12:34+08:00	ryfineZ	1	no	other	fix(niffler): 允许回滚演练接口读取请求体	95f753e02c6c7dc47ee932e4c1edaf5d5fb7826c	2	5	1	0	tests:1,gateway_other:1	apps/aether-gateway:2	niffler_core_migration	subject_rule	KEEP_REBASE	保留权威读源和迁移证据；真实预占及误导入口为明确例外，应移除
niffler	e241d18c6508cb36f5e0475323a940c648d557ab	2026-06-09T21:27:26+08:00	ryfineZ	1	no	routing_scheduler	feat(pool): 支持号池批量删除账号	c6c86aac10e927655d47faea072b78c3ccd81621	6	353	14	0	frontend_product:4,documentation:1,provider_protocol:1	frontend/src/views:2,docs:1,frontend/src/api:1,frontend/src/components:1,frontend/src/features:1	provider_pool_management	subject_rule	KEEP_REBASE	保留运营能力，迁入上游调度、缓存和批量接口
niffler	2478d4823dabb7a934030ad1cd48d36462aa49e7	2026-06-09T22:43:52+08:00	ryfineZ	1	no	routing_scheduler	feat(pool): 支持删除全部筛选账号	e241d18c6508cb36f5e0475323a940c648d557ab	12	520	94	0	provider_protocol:8,frontend_product:2,tests:1,documentation:1	apps/aether-gateway:7,frontend/src/views:2,crates/aether-admin:1,docs:1,frontend/src/api:1	provider_pool_management	subject_rule	KEEP_REBASE	保留运营能力，迁入上游调度、缓存和批量接口
niffler	3686cbfdddf381353da26de2702a660b4154342e	2026-06-10T01:12:53+08:00	ryfineZ	1	no	other	feat(admin): 优化号池账号和分组占用处理	2478d4823dabb7a934030ad1cd48d36462aa49e7	13	333	24	0	data_storage:5,frontend_product:5,gateway_other:2,documentation:1	crates/aether-data:5,apps/aether-gateway:2,frontend/src/views:2,docs:1,frontend/src/api:1	provider_pool_management	subject_rule	KEEP_REBASE	保留运营能力，迁入上游调度、缓存和批量接口
niffler	05d5bf517a7bf2c205c9023c9ffc4458ea7e93e4	2026-06-10T13:27:04+08:00	ryfineZ	1	no	routing_scheduler	perf(pool): 优化号池窗口用量查询	3686cbfdddf381353da26de2702a660b4154342e	7	134	59	0	usage_observability:4,data_storage:3	crates/aether-data:6,docs:1	provider_pool_management	subject_rule	KEEP_REBASE	保留运营能力，迁入上游调度、缓存和批量接口
niffler	5c8de43c2761eefcefa8738f766e98c9f4781842	2026-06-10T15:02:37+08:00	ryfineZ	1	no	other	docs: record email delivery stability design	05d5bf517a7bf2c205c9023c9ffc4458ea7e93e4	2	691	0	0	documentation:2	docs:2	email_registration_auth	subject_rule	KEEP_REBASE	保留用户能力，吸收上游 worker 治理
niffler	2a5c8c5f00196c2fc872497f27028d324b6d273c	2026-06-10T15:13:53+08:00	ryfineZ	1	no	other	refactor: share smtp email sender	5c8de43c2761eefcefa8738f766e98c9f4781842	5	446	520	0	gateway_other:5	apps/aether-gateway:5	email_registration_auth	subject_rule	KEEP_REBASE	保留用户能力，吸收上游 worker 治理
niffler	47ae7aed58067d3bd2c51fa0e6bacfe82a3ea2ba	2026-06-10T15:20:50+08:00	ryfineZ	1	no	runtime_performance	feat: add async email delivery worker	2a5c8c5f00196c2fc872497f27028d324b6d273c	6	516	0	0	gateway_other:6	apps/aether-gateway:6	email_registration_auth	subject_rule	KEEP_REBASE	保留用户能力，吸收上游 worker 治理
niffler	f9517322abfa6371782e692b71b97b7f91afd333	2026-06-10T15:33:14+08:00	ryfineZ	1	no	runtime_performance	feat: queue registration verification emails	47ae7aed58067d3bd2c51fa0e6bacfe82a3ea2ba	5	64	42	0	gateway_other:2,tunnel_frontdoor:1,frontend_product:1,auth_security:1	apps/aether-gateway:3,frontend/src/api:1,frontend/src/features:1	email_registration_auth	subject_rule	KEEP_REBASE	保留用户能力，吸收上游 worker 治理
niffler	174e553e8b842c2bdb805bbe4098547d5bf951a3	2026-06-10T16:00:44+08:00	ryfineZ	1	no	other	feat: add email test send and delivery history	f9517322abfa6371782e692b71b97b7f91afd333	7	608	159	0	gateway_other:3,frontend_product:3,tests:1	apps/aether-gateway:4,frontend/src/api:1,frontend/src/features:1,frontend/src/views:1	email_registration_auth	subject_rule	KEEP_REBASE	保留用户能力，吸收上游 worker 治理
niffler	ce38935288563fb146970c0c788670dcda7fccd5	2026-06-10T16:23:27+08:00	ryfineZ	1	no	other	fix: buffer email test send request body	174e553e8b842c2bdb805bbe4098547d5bf951a3	2	20	0	0	tests:1,gateway_other:1	apps/aether-gateway:2	email_registration_auth	subject_rule	KEEP_REBASE	保留用户能力，吸收上游 worker 治理
niffler	598bfc5f1a1ee06458b19e3e02086fc8e56bae34	2026-06-10T16:53:47+08:00	ryfineZ	1	no	other	fix(email): 记录邮件任务配置失败状态	ce38935288563fb146970c0c788670dcda7fccd5	3	226	16	0	data_storage:1,gateway_other:1,documentation:1	apps/aether-gateway:2,docs:1	email_registration_auth	subject_rule	KEEP_REBASE	保留用户能力，吸收上游 worker 治理
niffler	22d23a50d797848f1d74ff37c4319efb62ba6cf1	2026-06-10T17:01:19+08:00	ryfineZ	1	no	other	chore(fmt): 格式化 Rust 代码	598bfc5f1a1ee06458b19e3e02086fc8e56bae34	10	28	27	0	gateway_other:8,tests:1,usage_observability:1	apps/aether-gateway:9,crates/aether-data:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	ab23c325643988bff7106e7dda12992bb90d5c7b	2026-06-10T18:25:18+08:00	ryfineZ	1	no	delivery_operations	fix(ci): 修复邮件改造 Rust CI	22d23a50d797848f1d74ff37c4319efb62ba6cf1	2	31	29	0	gateway_other:1,data_storage:1	apps/aether-gateway:1,crates/aether-data:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	437dc25f4c5b572b09d76232c274bb2b343c7e7b	2026-06-10T21:47:27+08:00	ryfineZ	1	no	other	feat(admin): 完善后台管理与邮件验证	ab23c325643988bff7106e7dda12992bb90d5c7b	54	4882	4296	0	gateway_other:12,data_storage:11,frontend_product:11,usage_observability:7,auth_security:6	apps/aether-gateway:19,crates/aether-data:19,frontend/src/views:5,docs:4,frontend/src/api:2	email_registration_auth	manual	KEEP_REBASE	保留用户能力，吸收上游 worker 治理
niffler	4278744b880f5903f8ec099c7d5f75f74c0074d4	2026-06-10T22:01:44+08:00	ryfineZ	1	no	other	fix(data): 更新迁移版本测试期望	437dc25f4c5b572b09d76232c274bb2b343c7e7b	1	2	0	0	data_storage:1	crates/aether-data:1	data_schema_storage	subject_rule	KEEP_REBASE	保留已上线数据语义，迁入上游分层数据架构
niffler	98417b8ac0b68be496f12cff170d6901c6457973	2026-06-10T22:18:06+08:00	ryfineZ	1	no	other	fix(schema): 同步用量窗口增量字段	4278744b880f5903f8ec099c7d5f75f74c0074d4	3	21	0	0	data_storage:3	crates/aether-data:3	usage_accounting_observability	subject_rule	KEEP_REBASE	保留业务口径，采用上游诊断、队列和端到端时间
niffler	51d029c6e25b640c4e6d4253b8d18887b504827a	2026-06-11T22:51:24+08:00	钢之AI 术师	1	no	other	fix(gateway): 修复候选查询取消后卡住	98417b8ac0b68be496f12cff170d6901c6457973	1	91	1	0	runtime_performance:1	apps/aether-gateway:1	stream_failover_timing	subject_rule	KEEP_REBASE	保留输出前换号，采用上游终态和端到端计时
niffler	a48e6d676f9180258b861be6c2b682ac27e5fd82	2026-06-12T08:21:08+08:00	ryfineZ	1	no	other	feat(admin): 完善计费与认证管理体验	51d029c6e25b640c4e6d4253b8d18887b504827a	74	3451	477	0	billing_wallet:24,frontend_product:13,gateway_other:10,auth_security:9,data_storage:6	apps/aether-gateway:24,crates/aether-data:18,frontend/src/features:10,docs:6,frontend/src/views:6	admin_frontend_experience	manual	KEEP_REBASE	在上游新版页面与分页接口上重放 Niffler 管理体验
niffler	df056e8ddb1aea1290e0cca69d8f242bb2ffc072	2026-06-12T09:14:46+08:00	ryfineZ	1	no	other	feat(admin): 优化后台表格阅读体验	a48e6d676f9180258b861be6c2b682ac27e5fd82	13	1416	323	0	frontend_product:8,billing_wallet:2,documentation:1,provider_protocol:1,usage_observability:1	frontend/src/views:6,frontend/src/features:4,frontend/src/composables:2,docs:1	admin_frontend_experience	subject_rule	KEEP_REBASE	在上游新版页面与分页接口上重放 Niffler 管理体验
niffler	a6bdd11ba550b3deaa85aa397264a5df4087bfe8	2026-06-12T09:41:43+08:00	钢之AI 术师	1	no	usage_observability	fix(usage): 修复号池窗口计数刷新 SQL	df056e8ddb1aea1290e0cca69d8f242bb2ffc072	2	33	22	0	usage_observability:2	crates/aether-data:2	provider_pool_management	subject_rule	KEEP_REBASE	保留运营能力，迁入上游调度、缓存和批量接口
niffler	b75b7522b2fa8573f491f32d8b84ab4c39c32485	2026-06-12T14:05:37+08:00	ryfineZ	1	no	provider_protocol	fix(gateway): 修复 Codex 加密上下文接入	a6bdd11ba550b3deaa85aa397264a5df4087bfe8	14	370	107	0	routing_scheduler:11,gateway_other:2,provider_protocol:1	apps/aether-gateway:13,docs:1	codex_responses_images	subject_rule	KEEP_REBASE	保留产品能力，与上游最终协议状态机做语义合并
niffler	2226dd2bc3a53f9c3420649d11bd5d3cf5166de4	2026-06-12T18:24:01+08:00	ryfineZ	1	no	usage_observability	fix(usage): 记录平台拦截的 AI 请求	b75b7522b2fa8573f491f32d8b84ab4c39c32485	10	1103	29	0	gateway_other:4,runtime_performance:3,tests:1,usage_observability:1,documentation:1	apps/aether-gateway:6,crates/aether-usage-runtime:3,docs:1	usage_accounting_observability	subject_rule	KEEP_REBASE	保留业务口径，采用上游诊断、队列和端到端时间
niffler	f54d012daace5f43fe4ddc6c72b522ecafb4ece6	2026-06-12T21:35:23+08:00	ryfineZ	1	no	routing_scheduler	fix(pool): 补算 Codex 周期用量统计	2226dd2bc3a53f9c3420649d11bd5d3cf5166de4	5	339	6	0	provider_protocol:2,usage_observability:1,tests:1,frontend_product:1	apps/aether-gateway:3,frontend/src/views:2	codex_responses_images	subject_rule	KEEP_REBASE	保留产品能力，与上游最终协议状态机做语义合并
niffler	7f6119f56acf22f4c78f954bfe17cfc8bfff507c	2026-06-13T03:23:03+08:00	ryfineZ	1	no	other	fix(admin): 收紧用户表格操作权限	f54d012daace5f43fe4ddc6c72b522ecafb4ece6	1	95	76	0	frontend_product:1	frontend/src/views:1	admin_frontend_experience	subject_rule	KEEP_REBASE	在上游新版页面与分页接口上重放 Niffler 管理体验
niffler	ae7ec5bdf6eea5ea0dbb3c987d12cf72b0faefc7	2026-06-14T04:01:47+08:00	ryfineZ	1	no	usage_observability	fix(usage): 改进错误记录和时间筛选	7f6119f56acf22f4c78f954bfe17cfc8bfff507c	28	2228	371	0	gateway_other:8,frontend_product:7,usage_observability:6,repository_other:3,documentation:2	apps/aether-gateway:11,docs:3,frontend/src/views:3,crates/aether-admin:2,frontend/src/api:2	usage_accounting_observability	subject_rule	KEEP_REBASE	保留业务口径，采用上游诊断、队列和端到端时间
niffler	e2259e15759056e5cf352e8dadb537ec6bad0408	2026-06-14T17:52:24+08:00	ryfineZ	1	no	billing_wallet	fix(wallet): 显示 DoDoPay 实际支付渠道	ae7ec5bdf6eea5ea0dbb3c987d12cf72b0faefc7	19	145	16	0	billing_wallet:18,provider_protocol:1	apps/aether-gateway:9,crates/aether-data:5,frontend/src/utils:2,frontend/src/views:2,docs:1	billing_plans_wallet_payments	subject_rule	KEEP_REBASE	保留 Niffler 商业规则；以 8 月请求级准入和原子结算为基线
niffler	7e27334de6be4f4c9481fe6a93f024211a3724cd	2026-06-14T22:15:58+08:00	ryfineZ	1	no	other	fix(admin): 修复号池统计和支付订单问题	e2259e15759056e5cf352e8dadb537ec6bad0408	12	404	165	0	usage_observability:8,frontend_product:2,billing_wallet:1,backend_shared:1	crates/aether-data:6,frontend/src/features:3,crates/aether-model-fetch:1,docs:1,frontend/src/views:1	billing_plans_wallet_payments	subject_rule	KEEP_REBASE	保留 Niffler 商业规则；以 8 月请求级准入和原子结算为基线
niffler	110574e140ef2976e42c94a8393d2ee4b49936c9	2026-06-15T03:53:36+08:00	ryfineZ	1	no	routing_scheduler	fix(pool): 完善号池批量冷却处理	7e27334de6be4f4c9481fe6a93f024211a3724cd	6	172	50	0	provider_protocol:3,frontend_product:3	frontend/src/views:3,apps/aether-gateway:1,crates/aether-admin:1,frontend/src/api:1	provider_pool_management	subject_rule	KEEP_REBASE	保留运营能力，迁入上游调度、缓存和批量接口
niffler	787fa56957ff4e5dc1e3bcf34c6cd3d69d97ecb7	2026-06-15T12:37:08+08:00	ryfineZ	1	no	billing_wallet	fix(wallet): 统一支付订单字段返回	110574e140ef2976e42c94a8393d2ee4b49936c9	25	634	417	0	billing_wallet:22,gateway_other:3	apps/aether-gateway:14,crates/aether-data:5,frontend/src/utils:2,frontend/src/views:2,docs:1	billing_plans_wallet_payments	subject_rule	KEEP_REBASE	保留 Niffler 商业规则；以 8 月请求级准入和原子结算为基线
niffler	ba8ba6e3ebf877f1531e1b2c3107f08aeebfb8fe	2026-06-15T14:57:33+08:00	ryfineZ	1	no	usage_observability	fix(usage): 修复用户使用记录分页总数	787fa56957ff4e5dc1e3bcf34c6cd3d69d97ecb7	9	607	259	0	usage_observability:4,frontend_product:3,gateway_other:1,tunnel_frontdoor:1	frontend/src/api:3,apps/aether-gateway:2,frontend/src/features:2,docs:1,frontend/src/views:1	usage_accounting_observability	subject_rule	KEEP_REBASE	保留业务口径，采用上游诊断、队列和端到端时间
niffler	6343b08f7d6a15a72265a8a20e2b32aaa77b8a6c	2026-06-16T00:44:23+08:00	ryfineZ	1	no	usage_observability	fix(usage): 优化自定义时间选择体验	ba8ba6e3ebf877f1531e1b2c3107f08aeebfb8fe	2	139	30	0	frontend_product:2	frontend/src/components:2	usage_accounting_observability	subject_rule	KEEP_REBASE	保留业务口径，采用上游诊断、队列和端到端时间
niffler	a46506acbd6c823dc9405b52e25deb3bad384e65	2026-06-18T21:48:08+08:00	ryfineZ	1	no	routing_scheduler	fix(pool): avoid cooling down accounts on ordinary 5xx	6343b08f7d6a15a72265a8a20e2b32aaa77b8a6c	3	80	10	0	gateway_other:2,provider_protocol:1	apps/aether-gateway:3	provider_pool_management	subject_rule	KEEP_REBASE	保留运营能力，迁入上游调度、缓存和批量接口
niffler	476287379d5142711b81607b4a45ab8554de2c6e	2026-06-18T23:31:15+08:00	ryfineZ	1	no	delivery_operations	ci: fix rust checks after gateway hotfix	a46506acbd6c823dc9405b52e25deb3bad384e65	2	6	5	0	gateway_other:1,usage_observability:1	apps/aether-gateway:1,crates/aether-data:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	0137b61b58ccb31837cd0e239f6a80dac459abaa	2026-06-18T23:42:58+08:00	ryfineZ	1	no	provider_protocol	test: run gemini image bridge test on multi-thread runtime	476287379d5142711b81607b4a45ab8554de2c6e	1	1	1	0	tests:1	apps/aether-gateway:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	68d3d9f3b4c9afe4c16a69a8c0fe7c04c3ac39ca	2026-06-18T23:56:10+08:00	ryfineZ	1	no	provider_protocol	test: run gemini image bridge test on larger stack	0137b61b58ccb31837cd0e239f6a80dac459abaa	1	18	2	0	tests:1	apps/aether-gateway:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	3135dc935626e26a5226a9353c14206b0c380e44	2026-06-19T00:07:13+08:00	ryfineZ	1	no	stream_execution	test: include codex image preset in provider query fallback	68d3d9f3b4c9afe4c16a69a8c0fe7c04c3ac39ca	1	1	0	0	tests:1	apps/aether-gateway:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	936b090a81ae08c610d8aeb8e820b3294e5cb3c6	2026-06-19T00:22:09+08:00	ryfineZ	1	no	stream_execution	test: align local upstream error usage assertions	3135dc935626e26a5226a9353c14206b0c380e44	1	5	5	0	usage_observability:1	apps/aether-gateway:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	ef6e8bf575c9c14a11f00c4a32ae53e56ac2e594	2026-06-19T02:54:05+08:00	ryfineZ	1	no	usage_observability	feat(usage): 增加官方应扣和 Key 分组筛选	936b090a81ae08c610d8aeb8e820b3294e5cb3c6	36	1669	167	0	usage_observability:16,auth_security:6,data_storage:3,gateway_other:3,frontend_product:3	crates/aether-data:11,apps/aether-gateway:10,frontend/src/features:6,docs:4,frontend/src/api:2	usage_accounting_observability	subject_rule	KEEP_REBASE	保留业务口径，采用上游诊断、队列和端到端时间
niffler	ff3c59f3d9bb38af09dc0430e5905f9d8c9f33e8	2026-06-19T03:34:06+08:00	ryfineZ	1	no	other	test(data): 更新迁移版本断言	ef6e8bf575c9c14a11f00c4a32ae53e56ac2e594	1	2	0	0	data_storage:1	crates/aether-data:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	e891de38355e4783903235fe51058aeab017375a	2026-06-19T18:25:20+08:00	ryfineZ	1	no	billing_wallet	feat(billing): 展示侧边栏余额摘要	ff3c59f3d9bb38af09dc0430e5905f9d8c9f33e8	4	247	2	0	frontend_product:2,documentation:1,billing_wallet:1	frontend/src/views:2,docs:1,frontend/src/layouts:1	billing_plans_wallet_payments	subject_rule	KEEP_REBASE	保留 Niffler 商业规则；以 8 月请求级准入和原子结算为基线
niffler	8bf82b06c505b07d848086daa9aa2c885e735b66	2026-06-21T03:55:19+08:00	ryfineZ	1	no	other	feat(content-moderation): 添加上游账号前置审查	e891de38355e4783903235fe51058aeab017375a	128	5796	316	0	frontend_product:52,data_storage:19,gateway_other:18,provider_protocol:10,usage_observability:9	apps/aether-gateway:28,frontend/src/features:26,frontend/src/views:24,crates/aether-data:17,frontend/src/components:10	content_moderation	subject_rule	DECISION_REQUIRED	需确认适用范围、失败策略、费用和隐私规则
niffler	98b5c8c2d9947e4389b793dd4ef15a13a220ffdc	2026-06-21T10:39:08+08:00	ryfineZ	1	no	delivery_operations	fix(content-moderation): 修复 CI 检查问题	8bf82b06c505b07d848086daa9aa2c885e735b66	7	80	9	0	data_storage:4,gateway_other:1,backend_shared:1,usage_observability:1	crates/aether-data:5,apps/aether-gateway:1,crates/aether-admin:1	content_moderation	subject_rule	DECISION_REQUIRED	需确认适用范围、失败策略、费用和隐私规则
niffler	51fbf8d5436b7570d88e8e5eae9c05bbd88516af	2026-06-21T10:53:56+08:00	ryfineZ	1	no	other	fix(content-moderation): 同步维护测试期望	98b5c8c2d9947e4389b793dd4ef15a13a220ffdc	1	3	2	0	gateway_other:1	apps/aether-gateway:1	content_moderation	subject_rule	DECISION_REQUIRED	需确认适用范围、失败策略、费用和隐私规则
niffler	91220c4680f17a3a463f6d8104af34fdd2eba864	2026-06-23T03:30:26+08:00	ryfineZ	1	no	billing_wallet	feat(payments): update dodopay checkout flow	51fbf8d5436b7570d88e8e5eae9c05bbd88516af	37	2339	309	0	billing_wallet:23,data_storage:8,gateway_other:2,documentation:1,tests:1	crates/aether-data:19,apps/aether-gateway:10,frontend/src/utils:2,frontend/src/views:2,README.md:1	billing_plans_wallet_payments	subject_rule	KEEP_REBASE	保留 Niffler 商业规则；以 8 月请求级准入和原子结算为基线
niffler	02fefd554ba82b9e3c5e4e342f3a0fd06e3c1dee	2026-06-23T10:16:28+08:00	ryfineZ	1	no	other	fix(ops): stabilize background maintenance tasks	91220c4680f17a3a463f6d8104af34fdd2eba864	3	75	5	0	data_storage:2,gateway_other:1	crates/aether-data:2,apps/aether-gateway:1	release_deployment_operations	subject_rule	KEEP	Niffler 生产受保护发布和拓扑独立保留
niffler	b54575f3a9176e02a921eca3af29af5e01fe14ad	2026-06-23T10:24:07+08:00	ryfineZ	1	no	billing_wallet	test(data): include payment gateway migration version	02fefd554ba82b9e3c5e4e342f3a0fd06e3c1dee	1	2	0	0	data_storage:1	crates/aether-data:1	testing_ci_build	subject_rule	KEEP_REBASE	保留业务回归意图，按迁移后文件与接口重写测试
niffler	52bbe9a61470e602595f9706d984a524ed6bd0c6	2026-06-23T10:41:53+08:00	ryfineZ	1	no	other	fix(data): qualify stats aggregation filters	b54575f3a9176e02a921eca3af29af5e01fe14ad	2	23	20	0	data_storage:2	crates/aether-data:2	data_schema_storage	subject_rule	KEEP_REBASE	保留已上线数据语义，迁入上游分层数据架构
niffler	89eb9fd679924152162b28236c7653e4aae34bef	2026-06-23T20:37:46+08:00	ryfineZ	1	no	billing_wallet	fix(payments): 修正 DoDoPay 应用协议接入	52bbe9a61470e602595f9706d984a524ed6bd0c6	10	610	368	0	billing_wallet:6,frontend_product:2,gateway_other:1,provider_protocol:1	apps/aether-gateway:5,frontend/src/views:3,docs:1,frontend/src/api:1	billing_plans_wallet_payments	subject_rule	KEEP_REBASE	保留 Niffler 商业规则；以 8 月请求级准入和原子结算为基线
niffler	1b5d80e3f925474ef540c6516c2a7dd20143d862	2026-06-23T21:16:47+08:00	ryfineZ	1	no	billing_wallet	fix(payments): 保持支付跳转留在当前页面外	89eb9fd679924152162b28236c7653e4aae34bef	2	4	16	0	frontend_product:1,billing_wallet:1	frontend/src/views:2	billing_plans_wallet_payments	subject_rule	KEEP_REBASE	保留 Niffler 商业规则；以 8 月请求级准入和原子结算为基线
niffler	505d1e0922755cc7621a0beaf6a80d23ed75a021	2026-06-24T03:16:14+08:00	ryfineZ	1	no	other	feat(ccswitch): 支持余额兼容查询	1b5d80e3f925474ef540c6516c2a7dd20143d862	13	1003	35	0	gateway_other:3,billing_wallet:2,auth_security:2,tests:1,tunnel_frontdoor:1	apps/aether-gateway:7,docs:3,frontend/src/features:2,frontend/src/views:1	billing_plans_wallet_payments	subject_rule	KEEP_REBASE	保留 Niffler 商业规则；以 8 月请求级准入和原子结算为基线
niffler	41ab8d08040ce1a33bfcb7e12b21f81c906e5c56	2026-06-24T03:37:01+08:00	ryfineZ	1	no	other	fix(ccswitch): 避免余额接口被前端拦截	505d1e0922755cc7621a0beaf6a80d23ed75a021	3	22	1	0	gateway_other:2,tunnel_frontdoor:1	apps/aether-gateway:3	billing_plans_wallet_payments	subject_rule	KEEP_REBASE	保留 Niffler 商业规则；以 8 月请求级准入和原子结算为基线
niffler	2f0359ed2e7105c514f00543768eaf3ea26772a4	2026-06-24T06:55:42+08:00	ryfineZ	1	no	other	fix(ccswitch): 兼容 v1 余额查询路径	41ab8d08040ce1a33bfcb7e12b21f81c906e5c56	7	46	5	0	gateway_other:3,documentation:2,tests:1,tunnel_frontdoor:1	apps/aether-gateway:5,docs:2	billing_plans_wallet_payments	subject_rule	KEEP_REBASE	保留 Niffler 商业规则；以 8 月请求级准入和原子结算为基线
